user_id,item_id,recommend,posted_year,sentiment_score,sentiment_analysis
76561198004011791,284460,True,2015.0,0.5106,2
76561198004011791,10680,False,2013.0,-0.96,0
76561198004011791,1250,True,2013.0,0.8687,2
Shivosky,8930,True,2015.0,0.6808,2
Shivosky,219640,True,2013.0,0.296,2
76561198007488623,239350,True,2014.0,0.5526,2
76561198073796378,245170,True,2015.0,0.8846,2
76561198073796378,730,True,2015.0,0.0,1
robotcoyote,239350,True,2014.0,-0.8963,0
76561198044666616,72850,True,2015.0,0.0,1
76561198081436358,218620,False,2015.0,0.9678,2
76561198081436358,233250,True,2014.0,-0.0324,1
OficialShok,264120,False,,0.9795,2
OficialShok,363970,True,,0.9455,2
OficialShok,252950,True,,0.8115,2
OficialShok,407250,True,,0.8873,2
76561198060481049,8930,True,2014.0,0.6597,2
76561198153158209,236390,True,,0.9403,2
76561198044375508,8930,True,2013.0,0.0,1
76561198044592183,307880,True,2015.0,0.8072,2
76561198044592183,252490,True,2015.0,0.4404,2
76561197970895200,440,True,2014.0,0.4404,2
76561197992643903,105430,True,2012.0,0.8164,2
shudipwnu,730,True,2014.0,0.6369,2
Spriteling,301520,False,2014.0,-0.3078,0
akamexxswag,105600,True,2015.0,0.9507,2
impurepaladin,230410,True,2015.0,0.9956,2
impurepaladin,359550,True,,0.0496,1
impurepaladin,377160,True,2015.0,0.9459,2
impurepaladin,252490,False,2015.0,-0.8021,0
impurepaladin,219640,True,2015.0,0.4404,2
impurepaladin,48700,True,2013.0,0.97,2
impurepaladin,219340,True,2013.0,0.8316,2
impurepaladin,41500,True,2013.0,0.0258,1
23745736,301520,True,2014.0,0.2382,2
23745736,252490,True,2015.0,0.0,1
sickbubblez,291550,True,,0.9447,2
sickbubblez,377160,True,2015.0,0.0,1
sickbubblez,4000,True,,0.296,2
sickbubblez,386360,True,,0.0,1
Siilan,329490,True,2015.0,-0.296,0
Siilan,304410,True,2015.0,-0.0772,0
Siilan,50300,True,2013.0,-0.9913,0
76561198089291500,290770,True,2014.0,0.7579,2
76561198089291500,270550,True,2014.0,-0.0516,0
76561198046562619,212160,True,2015.0,0.8673,2
1silentsniper1,41800,True,2011.0,0.0,1
silentAggressor,208650,True,,0.9764,2
silentAggressor,24960,True,2011.0,-0.5724,0
z3b1z,219830,True,2013.0,0.8465,2
z3b1z,244930,False,2014.0,0.3382,2
z3b1z,211260,True,2013.0,0.5766,2
PRsvn,570,True,2013.0,-0.5267,0
PRsvn,223710,True,2014.0,0.2962,2
76561198059053798,9450,True,2015.0,0.7096,2
Sad0Panda,264380,True,2014.0,0.8899,2
Sad0Panda,334660,True,2014.0,0.0,1
76561198046917409,440,True,2014.0,0.884,2
Silverimate47,50300,True,2015.0,0.6124,2
76561198067439927,204100,True,2014.0,0.6705,2
Simas1,236390,False,2015.0,-0.9726,0
Simas1,227940,True,2015.0,0.0,1
Simas1,208090,True,2014.0,0.0,1
whisperrrrrrr,113200,True,2013.0,0.8885,2
whisperrrrrrr,218680,True,2015.0,0.9491,2
whisperrrrrrr,211820,True,2014.0,0.9349,2
whisperrrrrrr,730,True,2013.0,0.8201,2
whisperrrrrrr,218620,True,2013.0,0.9655,2
whisperrrrrrr,49520,True,,0.9658,2
76561198157097087,730,True,2015.0,0.9265,2
Snake8,440,True,2013.0,0.6369,2
Snake8,570,True,2013.0,0.802,2
Snake8,240,True,2012.0,0.6908,2
simplzzz123,346110,True,2015.0,-0.34,0
simplzzz123,295110,True,2015.0,-0.7723,0
pannekoeken2,108710,True,2014.0,0.6908,2
pannekoeken2,274190,True,,0.5106,2
pannekoeken2,379720,True,,0.6249,2
pannekoeken2,261640,False,,-0.4075,0
pannekoeken2,107100,True,,0.5574,2
pannekoeken2,273300,True,,0.3612,2
pannekoeken2,356570,True,,0.8079,2
pannekoeken2,22370,True,2015.0,0.5859,2
pannekoeken2,204450,True,2013.0,0.9382,2
76561198017754022,49520,False,2014.0,0.0,1
76561198017754022,319630,True,,0.862,2
survivormaster,252490,True,2014.0,0.0,1
survivormaster,225840,True,,0.6369,2
survivormaster,251570,True,2014.0,-0.296,0
survivormaster,304930,True,2014.0,-0.5267,0
survivormaster,17520,True,2014.0,0.891,2
skuatz,48700,True,2015.0,0.5859,2
look_at_the_damn_profile,440,True,2014.0,0.9609,2
look_at_the_damn_profile,233470,False,2014.0,-0.9285,0
look_at_the_damn_profile,207250,True,2013.0,-0.4914,0
76561198000167222,730,True,2015.0,0.8271,2
76561198058539753,105600,True,2015.0,0.1007,2
76561198058539753,410590,False,,-0.6597,0
76561198058539753,440,True,2013.0,0.9259,2
the_meat_shield,220050,False,2014.0,-0.8928,0
the_meat_shield,55230,True,2014.0,0.7243,2
the_meat_shield,1250,True,2014.0,0.0,1
the_meat_shield,271590,True,2015.0,0.9117,2
the_meat_shield,34870,True,2015.0,0.5859,2
the_meat_shield,313120,True,2015.0,0.7096,2
the_meat_shield,239820,True,2014.0,0.7346,2
sirmalcolm,227680,False,2014.0,-0.5106,0
sirmalcolm,219150,True,2013.0,0.7419,2
sirmalcolm,2450,True,2012.0,0.802,2
SimonB252,730,True,,0.6369,2
76561198062236203,381210,False,,-0.6249,0
76561198062236203,389570,True,,0.5368,2
76561198062236203,428370,True,,0.8977,2
76561198062236203,227940,True,2015.0,0.5106,2
76561198062236203,550,True,2013.0,0.8126,2
ybot27,49520,True,2015.0,0.7631,2
ybot27,282440,True,2014.0,0.8689,2
76561198067559117,17410,True,2014.0,0.8225,2
76561198067559117,98200,True,2015.0,0.6369,2
76561198035605178,218620,True,2014.0,-0.6908,0
76561198035605178,238430,True,2014.0,-0.7595,0
76561198035605178,8190,True,2012.0,0.7156,2
sirzabblepants,227300,True,2014.0,0.9506,2
sirzabblepants,257510,True,2015.0,0.8658,2
sirzabblepants,211420,True,2015.0,-0.8325,0
sirzabblepants,8930,True,2014.0,-0.3182,0
Squid-lel,34900,False,2015.0,0.0258,1
76561198101648152,440,False,,0.0,1
76561198079079942,377160,True,2015.0,0.0,1
76561198013149300,242920,True,2015.0,-0.2416,0
76561198013149300,255710,True,2015.0,0.7648,2
76561198013149300,263760,True,2014.0,0.7906,2
76561198013149300,431240,True,,0.9155,2
76561198013149300,201510,False,2015.0,-0.6249,0
76561198013149300,252950,True,2015.0,-0.8822,0
76561198013149300,4000,True,2015.0,0.2789,2
76561198013149300,730,True,2015.0,0.8944,2
elishabridge3,4000,True,2015.0,-0.296,0
76561198019297801,4000,True,2014.0,0.8934,2
76561198092985183,346110,True,2015.0,0.9539,2
SirexPower,388120,True,,-0.5719,0
SirexPower,301190,False,2015.0,0.0,1
SirexPower,299720,True,2015.0,0.4588,2
SirexPower,245620,False,2015.0,0.0,1
SirexPower,315430,False,2015.0,0.0,1
SirexPower,214490,False,2015.0,0.0,1
76561198084616658,225540,True,2015.0,0.0,1
76561197992681922,262060,True,,-0.9222,0
76561197992681922,372000,False,,0.9058,2
76561197992681922,374320,True,,-0.7226,0
76561197992681922,243470,False,,-0.6953,0
76561197992681922,385770,True,2015.0,0.9242,2
76561197992681922,339400,True,2015.0,0.2086,2
76561197992681922,255710,True,2015.0,-0.7395,0
Alex5763,252490,True,2014.0,0.6696,2
Alex5763,730,True,,0.1779,2
Alex5763,4000,True,2014.0,0.5106,2
Alex5763,238430,True,2013.0,0.0,1
76561198044207497,730,True,,0.4404,2
sirscope,307880,True,2015.0,0.8934,2
sirscope,369200,True,,0.5984,2
sirscope,251570,True,2015.0,0.6369,2
sirscope,244160,True,2015.0,0.4754,2
SirThomas99,220200,True,,0.2741,2
watters81,259080,True,2013.0,0.2732,2
watters81,248820,True,2014.0,0.93,2
watters81,230410,True,2013.0,0.5106,2
76561198092998604,296470,True,2015.0,0.628,2
76561198092998604,213670,True,,-0.0516,0
SithBen,204880,True,2013.0,0.6369,2
76561197982474515,440,False,,0.6249,2
skauldrich,440,True,2014.0,0.8607,2
skauldrich,31280,True,2015.0,0.3593,2
76561198132717938,353560,False,,-0.3885,0
76561198132717938,237740,False,,-0.6239,0
76561198132717938,409660,True,,-0.296,0
76561198132717938,40800,False,2015.0,0.0,1
76561198132717938,322170,True,2015.0,0.3202,2
76561198132717938,327890,True,2015.0,0.3182,2
76561198132717938,440,True,2014.0,0.5562,2
probablydead,218620,True,2015.0,0.7351,2
probablydead,333930,True,2015.0,0.4215,2
skeptile2,275850,True,,0.6524,2
skeptile2,286660,True,,0.743,2
skeptile2,397340,True,2015.0,-0.5106,0
skeptile2,104900,True,2014.0,-0.34,0
SassyGod,377160,True,2015.0,0.8655,2
SassyGod,316390,True,2015.0,0.1154,2
SassyGod,730,True,2014.0,0.6249,2
76561198071907118,4000,True,2014.0,0.296,2
76561198250778186,440,True,,0.5546,2
76561198056928371,374320,False,,0.0,1
76561198043608225,264710,True,2015.0,0.2766,2
76561198075626434,364360,True,,0.1007,2
76561198075626434,219990,True,,-0.5719,0
76561198075626434,234140,True,2015.0,0.0,1
76561198075626434,282070,True,,-0.6486,0
76561198075626434,211420,True,2015.0,-0.4939,0
6738497298564377854673421,250900,True,2015.0,0.5994,2
6738497298564377854673421,730,True,2015.0,0.0,1
laygittlefiggernaggot,4000,True,2014.0,0.9523,2
Pinki3,730,True,2015.0,0.4317,2
Pinki3,332800,True,2014.0,-0.7042,0
Skippy333,4000,True,2013.0,-0.0516,0
Skippy333,203140,True,2015.0,-0.6705,0
Skippy333,35720,True,2015.0,0.0,1
Skippy333,730,True,2013.0,0.2342,2
Skippy333,12200,True,2015.0,0.2263,2
Skippy333,222880,True,2015.0,0.658,2
SkittleRage,240,True,2014.0,0.6996,2
SkittleRage,63710,True,2014.0,0.0,1
SkittleRage,57300,True,2014.0,0.0,1
SkittleRage,108710,True,2014.0,0.9381,2
SkittleRage,57900,True,2014.0,0.9054,2
SkittleRage,230410,True,2014.0,-0.0772,0
326759263846544,244850,True,2014.0,0.6249,2
326759263846544,243870,False,2014.0,0.0516,2
SKOOOTA,211820,True,2014.0,0.9326,2
SKOOOTA,247240,True,2014.0,-0.9487,0
SKOOOTA,226980,True,2013.0,0.5709,2
SKOOOTA,269030,True,2014.0,0.783,2
SKOOOTA,253350,True,2014.0,0.9432,2
BenjaminoLordo,236850,True,2014.0,0.7845,2
BenjaminoLordo,221380,True,2013.0,0.0,1
skwavicus,42910,True,2013.0,0.1779,2
skwavicus,4000,True,2013.0,-0.234,0
Sotrung,292120,True,2015.0,0.0,1
Sotrung,311730,True,2015.0,0.0,1
Sotrung,218620,True,2015.0,0.0,1
Sotrung,8870,True,2013.0,0.0,1
Sotrung,72850,True,2013.0,0.0,1
Sotrung,203160,True,2013.0,0.0,1
skyheat,252490,True,2014.0,-0.6908,0
skyheat,207140,True,2015.0,0.8658,2
skyheat,274170,True,2015.0,0.3626,2
skyheat,273350,True,2014.0,0.34,2
skyheat,206190,True,2015.0,0.8316,2
skyheat,218620,False,2014.0,0.0,1
76561198011068007,105600,True,,0.6369,2
Skyver_,570,True,2014.0,0.7553,2
SLAIAX_SLYAXE,329950,True,2015.0,0.8567,2
76561198101686893,730,True,2015.0,0.6369,2
76561198101686893,240,True,2015.0,0.6249,2
76561198101686893,4000,True,2015.0,0.765,2
76561198053791920,307780,False,,-0.9161,0
76561198053791920,4000,True,2014.0,0.5859,2
Tom_scroy,240,True,2013.0,0.6697,2
Tom_scroy,22380,True,2014.0,-0.34,0
76561198091512618,388090,True,2015.0,0.743,2
76561198091512618,440,True,2014.0,0.9022,2
BicepsAreGoneJustLikeSkins,4000,True,2014.0,0.7724,2
BicepsAreGoneJustLikeSkins,370100,False,2015.0,0.6842,2
76561198058919153,261640,True,2014.0,0.7067,2
76561198058919153,330830,True,2014.0,0.5859,2
lacscape,242860,False,,-0.1695,0
lacscape,259080,True,2015.0,0.4404,2
xXSlimySlimeXx,319510,True,2015.0,-0.7269,0
xXSlimySlimeXx,257750,True,2015.0,0.0772,2
oskinkthecrocdoc,346010,True,2015.0,0.8807,2
oskinkthecrocdoc,440,True,2014.0,0.4767,2
SomeGuyThatPlaysGames,242760,True,2014.0,0.6588,2
SomeGuyThatPlaysGames,227940,True,2015.0,0.9327,2
SomeGuyThatPlaysGames,236390,False,2014.0,-0.7581,0
SomeGuyThatPlaysGames,230410,False,2015.0,-0.051,0
SomeGuyThatPlaysGames,55230,True,2014.0,0.8126,2
SomeGuyThatPlaysGames,244850,True,2014.0,0.6239,2
SomeGuyThatPlaysGames,216250,True,2014.0,0.6588,2
theslowduck,209000,True,2014.0,-0.948,0
theslowduck,218620,True,2015.0,-0.7269,0
slushyb,227860,False,2015.0,0.2846,2
slushyb,344760,True,,0.0,1
slushyb,393420,True,2015.0,0.659,2
slushyb,248570,True,,-0.7579,0
slushyb,4000,True,,0.8686,2
slushyb,105600,True,,-0.754,0
Dearmean992,33930,True,2014.0,0.4927,2
wowsteamid,431240,True,,0.0,1
wowsteamid,383080,True,2015.0,0.4404,2
76561198078767295,730,True,2015.0,0.802,2
76561198078767295,489700,True,,0.6369,2
76561198078767295,206190,True,,0.8126,2
Sm1ley96,730,True,,0.0,1
Alex117Alex,236850,True,2014.0,-0.8122,0
76561198169873333,462930,False,,0.1779,2
76561198169873333,440,True,2015.0,0.4404,2
76561198169873333,353130,False,,0.2382,2
76561198169873333,4000,True,,0.8833,2
headfullofsmeg,10180,True,2015.0,0.8957,2
headfullofsmeg,230410,True,2015.0,0.6249,2
SmellingSavage,221100,True,,0.873,2
SmellingSavage,730,True,2015.0,-0.895,0
76561198061093074,287700,True,,0.0,1
76561198078827881,440,True,2014.0,0.7906,2
76561197977799906,500,True,2012.0,0.0,1
76561198088947777,207610,True,2013.0,0.0258,1
76561198088947777,223470,True,2013.0,-0.8708,0
76561198088947777,261030,True,2015.0,0.5323,2
76561198088947777,292630,True,,0.0,1
76561198088947777,468410,True,,0.9749,2
76561198088947777,70,True,2013.0,0.9032,2
76561198088947777,221260,True,2013.0,0.4199,2
76561198088947777,113200,True,2013.0,0.8771,2
brownscarf,221100,True,2015.0,0.9799,2
brownscarf,730,True,2014.0,-0.8316,0
brownscarf,440,True,2013.0,0.8292,2
brownscarf,227940,True,,0.8223,2
brownscarf,227300,True,,0.9052,2
brownscarf,8930,True,2014.0,0.9335,2
brownscarf,200710,True,2014.0,0.3268,2
brownscarf,550,True,2014.0,0.5106,2
5400540054005400,4570,True,2013.0,0.6369,2
5400540054005400,56400,True,2014.0,0.0,1
5400540054005400,218230,True,2014.0,0.7351,2
5400540054005400,289130,True,2014.0,0.5859,2
5400540054005400,202090,True,2014.0,0.5106,2
5400540054005400,266840,True,2014.0,0.9442,2
5400540054005400,4700,True,2013.0,0.54,2
5400540054005400,208140,True,2013.0,-0.0424,0
Soulstealers,227680,False,2014.0,0.2515,2
Soulstealers,72850,False,2015.0,0.0762,2
Soulstealers,201210,True,2014.0,0.0,1
Soulstealers,222880,True,2014.0,0.765,2
Soulstealers,570,True,2015.0,-0.6249,0
Soulstealers,289130,True,2014.0,0.9761,2
76561197990027470,107410,True,2014.0,0.2263,2
76561197990027470,219640,True,2013.0,0.0,1
76561198073733334,42910,True,,0.4019,2
76561198062271200,4000,True,2014.0,0.4003,2
76561198040602090,301520,True,2014.0,0.3612,2
76561198040602090,239820,True,2014.0,0.68,2
76561198040602090,239030,True,2014.0,0.0,1
76561198040602090,6000,True,2013.0,0.128,2
76561198040602090,6060,True,2013.0,0.25,2
76561198040602090,247730,True,2013.0,-0.6259,0
76561198062125305,369580,True,2015.0,0.6666,2
76561198062125305,4000,True,2014.0,0.6369,2
76561198062125305,219740,True,2014.0,0.6901,2
SneakyPete9,346110,True,2015.0,0.0,1
SneakyPete9,65980,False,2015.0,0.8271,2
Variun,349220,True,2015.0,0.9698,2
76561198045126133,215510,True,2015.0,0.0,1
76561198045126133,49600,False,2015.0,0.0,1
76561198045126133,219890,True,2015.0,0.4019,2
76561198032582216,20510,True,2012.0,0.3182,2
76561198032582216,22380,True,2012.0,0.6597,2
76561198072527585,230410,True,2014.0,0.6523,2
Sniper64824,224600,True,2013.0,0.6318,2
Sniper64824,247730,True,2014.0,0.8647,2
Sniper64824,65800,True,2013.0,0.0,1
xSnipy,369200,True,2015.0,0.3208,2
xSnipy,246700,True,2014.0,-0.6892,0
xSnipy,207140,True,2013.0,0.7777,2
xSnipy,202970,True,2015.0,0.2514,2
ImaTigerRaa,105600,True,2012.0,0.8016,2
76561197995775619,261570,True,2015.0,0.8048,2
76561198084994842,381210,False,,-0.4973,0
76561198077731258,225540,True,,0.6369,2
76561198077731258,550,True,,0.0,1
76561198077731258,302830,True,2015.0,0.9394,2
76561198077731258,440,True,2014.0,0.7717,2
04280122,218230,True,2013.0,0.4754,2
SnuffyKiins,34900,True,2014.0,-0.296,0
SnuffyKiins,440,True,2013.0,0.34,2
76561198057253097,304240,True,2015.0,0.7184,2
76561198057253097,730,False,2015.0,-0.34,0
76561198057253097,254700,True,2014.0,0.9451,2
76561198057253097,22380,True,,0.6369,2
swagatron2000,48700,True,2014.0,0.9954,2
swagatron2000,304930,True,,0.9883,2
swagatron2000,55230,True,2013.0,0.6369,2
76561198014530333,221910,True,2013.0,0.6239,2
76561198014530333,221100,False,2015.0,-0.4786,0
76561198014530333,312530,True,2015.0,-0.1027,0
76561198014530333,232430,True,2013.0,-0.0,1
76561198072852555,34830,False,2015.0,-0.3612,0
76561198057919602,72850,True,,0.4804,2
76561198057919602,209080,True,,0.7096,2
76561198057919602,257710,True,2014.0,0.0,1
76561198057919602,264200,False,,0.9325,2
76561198057919602,334230,True,,-0.2732,0
76561198057919602,206440,True,2015.0,-0.2263,0
76561198057919602,211420,False,2014.0,-0.9898,0
76561198096332661,218620,True,2015.0,0.0,1
76561198096332661,440,True,2014.0,0.779,2
SOH123,104900,True,2014.0,0.8591,2
SOH123,233130,True,2013.0,-0.9496,0
SOH123,209000,True,2013.0,0.6249,2
pheg,48000,True,2013.0,0.25,2
76561198090478432,242920,True,2015.0,-0.8481,0
76561198090478432,32430,True,2015.0,0.0,1
76561198090478432,219740,True,2014.0,0.4927,2
76561198090478432,220240,True,2014.0,0.8716,2
kamakze751,238430,True,2014.0,0.4184,2
kamakze751,383230,True,,0.891,2
kamakze751,238960,True,2015.0,0.9863,2
kamakze751,207230,True,2015.0,0.9601,2
kamakze751,239070,True,2015.0,0.9112,2
kamakze751,4000,True,2014.0,0.9205,2
kamakze751,277430,True,2014.0,0.8625,2
kamakze751,2400,True,2013.0,0.8707,2
wes132,730,True,,0.6249,2
76561198075806576,304930,True,2014.0,0.9106,2
76561198075806576,440,True,2014.0,0.6908,2
hyper-lethal,200710,True,2014.0,0.8126,2
76561198065991872,440,True,2014.0,-0.9312,0
76561198074445285,8500,True,2015.0,0.765,2
76561198072865679,730,True,,0.5106,2
Somite11,730,True,,0.0,1
Somite11,8930,True,,0.946,2
GERDAGUFERSD,250900,True,2015.0,0.0,1
GERDAGUFERSD,391540,True,2015.0,0.5574,2
GERDAGUFERSD,4000,True,2015.0,0.0,1
GERDAGUFERSD,105600,True,2015.0,-0.5719,0
GERDAGUFERSD,71250,True,2015.0,-0.0125,1
GERDAGUFERSD,377160,True,,-0.5951,0
GERDAGUFERSD,383980,True,,0.5106,2
GERDAGUFERSD,323470,True,2015.0,0.0,1
GERDAGUFERSD,213610,True,2015.0,0.0,1
76561198045389453,214770,False,2014.0,0.2584,2
76561198086045190,275850,True,,-0.6808,0
SULL3H,374320,True,,0.8349,2
SULL3H,377160,True,2015.0,0.5859,2
Sopa00,304930,True,2014.0,-0.296,0
76561198060894699,248350,True,2014.0,0.882,2
SorenTheOwl,218620,False,2015.0,0.0,1
SorenTheOwl,417860,True,2015.0,0.0,1
SorenTheOwl,236390,True,2015.0,0.0,1
SorenTheOwl,211820,True,,-0.0145,1
SorenTheOwl,317400,True,2015.0,0.893,2
psychologicalwarfareinmyhead,331470,True,2015.0,0.9945,2
psychologicalwarfareinmyhead,239140,True,2015.0,-0.6486,0
psychologicalwarfareinmyhead,327140,True,,0.9349,2
Colidos,200210,True,2014.0,0.8402,2
Soskii,301520,True,2015.0,0.6901,2
ohyeahpunk,296150,False,2014.0,-0.5849,0
76561198145408008,440,False,,0.0,1
76561198052937077,204300,True,2014.0,0.6249,2
76561198074688122,253710,False,2014.0,0.25,2
76561198048809840,250520,True,2014.0,0.0516,2
Nargoord,19900,False,2015.0,-0.8752,0
Nargoord,55230,True,2015.0,-0.5719,0
Nargoord,265630,True,2015.0,0.0,1
Nargoord,4000,True,2014.0,0.3182,2
Soviet_Steve,225540,True,2015.0,0.1531,2
Soviet_Steve,379720,True,,0.0,1
Soviet_Steve,427520,True,,0.4094,2
Soviet_Steve,230290,True,,0.4404,2
Soviet_Steve,357480,False,2015.0,0.0,1
Soviet_Steve,287390,True,2015.0,0.4926,2
payrocanical,354140,True,2015.0,0.9083,2
payrocanical,4000,True,2014.0,0.6249,2
payrocanical,440,True,2015.0,0.5844,2
76561198001078133,374570,True,2015.0,0.0258,1
76561198060425303,440,True,2015.0,0.9502,2
76561198060425303,385200,False,2015.0,-0.2414,0
76561198060425303,344860,True,2015.0,0.9868,2
76561198060425303,329950,False,2015.0,0.7488,2
yoshipowerz,400,True,2013.0,0.0,1
yoshipowerz,105600,True,2013.0,0.69,2
yoshipowerz,413410,True,,0.9145,2
yoshipowerz,11610,False,2013.0,0.0,1
yoshipowerz,377160,True,2015.0,0.34,2
yoshipowerz,204360,True,2015.0,-0.5255,0
bearsareniggers,206210,True,2013.0,0.0,1
76561198033982370,208650,False,2015.0,0.2732,2
nicebeme,24740,True,2014.0,0.8481,2
76561198072632724,22380,True,2015.0,0.0,1
76561198072632724,301520,False,2015.0,-0.5859,0
76561198072632724,271570,True,2014.0,0.0,1
76561198072632724,250900,True,2015.0,-0.886,0
SpakAttk,107410,True,,0.0,1
SpamIrwin,292030,True,2015.0,0.765,2
SpamIrwin,377160,True,2015.0,0.8346,2
SpamIrwin,206440,True,2012.0,0.8906,2
mick0907,386360,True,,0.9485,2
mick0907,226320,True,2015.0,0.765,2
76561198080103160,218620,False,2015.0,-0.8853,0
76561198080103160,223470,True,2014.0,0.34,2
76561198080103160,242640,True,,0.8715,2
76561198080103160,219150,True,2015.0,0.595,2
76561198080103160,55230,True,2014.0,-0.3542,0
76561198080103160,218230,False,2015.0,-0.8366,0
76561198080103160,29800,False,2015.0,-0.1078,0
spartaaagh,207230,True,,0.0,1
spartaaagh,239820,True,,0.636,2
spartaaagh,206480,True,2013.0,0.814,2
spartaaagh,238240,False,2014.0,0.6181,2
spartaaagh,211820,True,,0.0,1
spartaaagh,570,False,2015.0,0.34,2
alexmr19,306020,True,2014.0,0.0,1
alexmr19,227300,True,2014.0,0.5106,2
alexmr19,346900,True,2015.0,0.0,1
alexmr19,200710,True,2015.0,0.0772,2
alexmr19,236450,True,2015.0,0.6486,2
alexmr19,8930,True,2014.0,0.6119,2
alexmr19,221640,True,2013.0,0.7152,2
76561198068922744,214950,True,2014.0,-0.7534,0
shawshank12,218620,False,2015.0,0.5423,2
76561198070690126,4000,True,2015.0,-0.765,0
spaz11boom,200210,False,2014.0,0.941,2
spazrael_,1250,True,2014.0,0.7184,2
SpazCamel,570,True,2013.0,0.0,1
616333,51100,True,2014.0,0.9639,2
616333,304930,True,2014.0,0.8548,2
76561198042961691,8870,True,2015.0,0.9207,2
76561198042961691,8930,True,2014.0,0.9259,2
Sp3ctre,209650,False,2015.0,-0.6486,0
Sp3ctre,218620,False,,0.7678,2
Sp3ctre,730,True,2015.0,0.4588,2
Sp3ctre,34900,True,2014.0,0.5622,2
Sp3ctre,252950,True,2015.0,-0.6908,0
Sp3ctre,252490,False,,-0.1943,0
Sp3ctre,359550,True,,0.8126,2
Sp3ctre,462930,True,,0.4404,2
treB-L,730,False,2015.0,0.0,1
76561198058970610,107410,True,2015.0,0.7559,2
kicking_ass_for_the_lord,72850,False,2015.0,-0.296,0
kicking_ass_for_the_lord,49520,True,2013.0,0.6369,2
iilonestarii,570,True,2015.0,0.0,1
speedy_3014,346010,True,,0.0,1
Spekl,730,True,,0.6036,2
Celatum,440,True,2012.0,0.6266,2
76561198099295859,313340,True,2015.0,0.8293,2
thespicyguy,251990,True,,-0.624,0
thespicyguy,348620,True,,0.8675,2
thespicyguy,417860,True,2015.0,0.6192,2
76561198044717313,386360,True,2015.0,0.9408,2
76561198044717313,261570,True,2015.0,0.5859,2
76561198070565987,359550,False,2015.0,0.0,1
76561198070565987,224480,True,2014.0,0.8225,2
76561198070565987,49520,True,2014.0,0.0,1
py6Spider,323500,True,2014.0,0.296,2
76561198056685928,255480,True,2014.0,0.2752,2
76561198089331221,236390,True,2014.0,0.5789,2
76561198089331221,51100,True,2013.0,0.8176,2
76561198106556898,265630,True,2014.0,0.4404,2
TheSpitfire,255420,False,2014.0,0.7992,2
QUIT_YOUR_LAZY_ASS_JOB,241600,True,2014.0,0.7672,2
QUIT_YOUR_LAZY_ASS_JOB,570,True,2014.0,0.34,2
QUIT_YOUR_LAZY_ASS_JOB,230410,True,2013.0,0.9923,2
76561198090302241,304930,True,2014.0,0.0,1
76561198035538775,261110,True,2015.0,0.6588,2
76561198035538775,730,True,2015.0,0.872,2
76561198035538775,209650,True,2014.0,0.6369,2
76561198035538775,282800,True,2015.0,0.0,1
9876565434213034323,218620,True,2013.0,0.0,1
76561198070697304,204360,True,2014.0,0.9217,2
76561198070697304,4000,True,2014.0,0.9538,2
76561198070697304,570,True,2014.0,0.9052,2
ironchefspook,242860,True,2015.0,0.2023,2
ironchefspook,221100,False,2015.0,0.2359,2
ironchefspook,35450,True,2013.0,0.6705,2
ironchefspook,295110,False,,0.8038,2
ironchefspook,393380,True,,0.9413,2
ironchefspook,447500,False,,0.5894,2
ironchefspook,231430,True,2013.0,0.4215,2
ironchefspook,107410,True,2013.0,0.0,1
metronomeiscool,391540,True,,0.8687,2
metronomeiscool,440,True,2012.0,-0.7667,0
mansuhn,230410,True,,0.4404,2
76561198043562907,4000,True,2014.0,0.0,1
76561198043562907,381210,False,,0.0,1
76561198043562907,55150,True,2014.0,0.0,1
76561198043562907,218230,True,2014.0,0.6588,2
yepitsafeel,730,True,2015.0,0.0,1
atomiclukai,221640,True,2013.0,-0.5574,0
atomiclukai,311210,True,2015.0,0.3802,2
atomiclukai,292120,True,2014.0,0.0,1
atomiclukai,227300,True,,0.0516,2
atomiclukai,402180,True,2015.0,0.0,1
atomiclukai,204300,True,2014.0,-0.6808,0
Sporial-Oriiius-Umbria,4000,True,2013.0,-0.5562,0
luckyttm,391540,True,,0.0,1
76561198079518166,273110,False,2015.0,-0.3818,0
sprayer1706,251810,True,2015.0,0.4404,2
sprayer1706,433340,True,,0.8126,2
sprayer1706,246620,True,,0.7096,2
1337666133766613376661337,224260,True,2015.0,0.9147,2
spudcake,730,True,2015.0,0.8625,2
SpuffyG,1840,True,2014.0,0.5859,2
76561198073873333,4000,True,2013.0,0.6369,2
76561198094324289,440,True,2013.0,0.0,1
Squash,379720,True,,-0.7575,0
squidamus,238210,True,2013.0,-0.8176,0
squidamus,17410,True,2012.0,0.91,2
squidamus,200900,True,2011.0,0.7906,2
squidamus,57300,True,2011.0,-0.2831,0
squidamus,300,True,2011.0,0.8834,2
squidamus,40800,True,2011.0,0.4019,2
76561198034433526,412450,False,,0.0,1
76561198034433526,48700,False,2015.0,0.775,2
squigy,204450,True,2013.0,0.8519,2
76561198044575627,226700,False,2014.0,0.0,1
zdog101,206420,True,2014.0,0.0,1
zdog101,440,True,2013.0,0.0,1
76561198036881631,304930,True,2014.0,0.6369,2
76561198036881631,231430,True,2014.0,0.6369,2
76561198060184028,417860,True,2015.0,0.5393,2
thedongsmasher,219150,True,2013.0,0.0,1
mrstacks,221380,False,2015.0,0.5106,2
StudioClod,9880,True,,0.9999,2
